Año;Tipo territorio;Código territorio;Territorio;Edad;Nacionalidad;Valor;Unidad;Estado dato
1997;Comunidad de Madrid;;Comunidad de Madrid;Total;Extranjeras;3478;Número;
1997;Municipios;0014;Acebeda (La);Total;Extranjeras;0;Número;
1997;Municipios;0029;Ajalvir;Total;Extranjeras;0;Número;
1997;Municipios;0035;Alameda del Valle;Total;Extranjeras;0;Número;
1997;Municipios;0040;Álamo (El);Total;Extranjeras;6;Número;
1997;Municipios;0053;Alcalá de Henares;Total;Extranjeras;77;Número;
1997;Municipios;0066;Alcobendas;Total;Extranjeras;69;Número;
1997;Municipios;0072;Alcorcón;Total;Extranjeras;57;Número;
1997;Municipios;0088;Aldea del Fresno;Total;Extranjeras;0;Número;
1997;Municipios;0091;Algete;Total;Extranjeras;12;Número;
1997;Municipios;0105;Alpedrete;Total;Extranjeras;6;Número;
1997;Municipios;0112;Ambite;Total;Extranjeras;0;Número;
1997;Municipios;0127;Anchuelo;Total;Extranjeras;0;Número;
1997;Municipios;0133;Aranjuez;Total;Extranjeras;2;Número;
1997;Municipios;0148;Arganda del Rey;Total;Extranjeras;15;Número;
1997;Municipios;0151;Arroyomolinos;Total;Extranjeras;2;Número;
1997;Municipios;0164;Atazar (El);Total;Extranjeras;0;Número;
1997;Municipios;0170;Batres;Total;Extranjeras;0;Número;
1997;Municipios;0186;Becerril de la Sierra;Total;Extranjeras;3;Número;
1997;Municipios;0199;Belmonte de Tajo;Total;Extranjeras;0;Número;
1997;Municipios;0210;Berrueco (El);Total;Extranjeras;0;Número;
1997;Municipios;0203;Berzosa del Lozoya;Total;Extranjeras;0;Número;
1997;Municipios;0225;Boadilla del Monte;Total;Extranjeras;8;Número;
1997;Municipios;0231;Boalo (El);Total;Extranjeras;9;Número;
1997;Municipios;0246;Braojos;Total;Extranjeras;0;Número;
1997;Municipios;0259;Brea de Tajo;Total;Extranjeras;0;Número;
1997;Municipios;0262;Brunete;Total;Extranjeras;0;Número;
1997;Municipios;0278;Buitrago del Lozoya;Total;Extranjeras;0;Número;
1997;Municipios;0284;Bustarviejo;Total;Extranjeras;1;Número;
1997;Municipios;0297;Cabanillas de la Sierra;Total;Extranjeras;0;Número;
1997;Municipios;0301;Cabrera (La);Total;Extranjeras;2;Número;
1997;Municipios;0318;Cadalso de los Vidrios;Total;Extranjeras;1;Número;
1997;Municipios;0323;Camarma de Esteruelas;Total;Extranjeras;1;Número;
1997;Municipios;0339;Campo Real;Total;Extranjeras;1;Número;
1997;Municipios;0344;Canencia;Total;Extranjeras;0;Número;
1997;Municipios;0357;Carabaña;Total;Extranjeras;0;Número;
1997;Municipios;0360;Casarrubuelos;Total;Extranjeras;0;Número;
1997;Municipios;0376;Cenicientos;Total;Extranjeras;0;Número;
1997;Municipios;0382;Cercedilla;Total;Extranjeras;5;Número;
1997;Municipios;0395;Cervera de Buitrago;Total;Extranjeras;0;Número;
1997;Municipios;0513;Chapinería;Total;Extranjeras;0;Número;
1997;Municipios;0528;Chinchón;Total;Extranjeras;2;Número;
1997;Municipios;0409;Ciempozuelos;Total;Extranjeras;2;Número;
1997;Municipios;0416;Cobeña;Total;Extranjeras;1;Número;
1997;Municipios;0468;Collado Mediano;Total;Extranjeras;7;Número;
1997;Municipios;0474;Collado Villalba;Total;Extranjeras;44;Número;
1997;Municipios;0437;Colmenar de Oreja;Total;Extranjeras;1;Número;
1997;Municipios;0421;Colmenar del Arroyo;Total;Extranjeras;1;Número;
1997;Municipios;0455;Colmenar Viejo;Total;Extranjeras;20;Número;
1997;Municipios;0442;Colmenarejo;Total;Extranjeras;5;Número;
1997;Municipios;0480;Corpa;Total;Extranjeras;0;Número;
1997;Municipios;0493;Coslada;Total;Extranjeras;19;Número;
1997;Municipios;0506;Cubas de la Sagra;Total;Extranjeras;1;Número;
1997;Municipios;0534;Daganzo de Arriba;Total;Extranjeras;1;Número;
1997;Municipios;0549;Escorial (El);Total;Extranjeras;13;Número;
1997;Municipios;0552;Estremera;Total;Extranjeras;0;Número;
1997;Municipios;0565;Fresnedillas de la Oliva;Total;Extranjeras;2;Número;
1997;Municipios;0571;Fresno de Torote;Total;Extranjeras;0;Número;
1997;Municipios;0587;Fuenlabrada;Total;Extranjeras;70;Número;
1997;Municipios;0590;Fuente el Saz de Jarama;Total;Extranjeras;3;Número;
1997;Municipios;0604;Fuentidueña de Tajo;Total;Extranjeras;0;Número;
1997;Municipios;0611;Galapagar;Total;Extranjeras;24;Número;
1997;Municipios;0626;Garganta de los Montes;Total;Extranjeras;0;Número;
1997;Municipios;0632;Gargantilla del Lozoya y Pinilla de Buitrago;Total;Extranjeras;0;Número;
1997;Municipios;0647;Gascones;Total;Extranjeras;0;Número;
1997;Municipios;0650;Getafe;Total;Extranjeras;63;Número;
1997;Municipios;0663;Griñón;Total;Extranjeras;1;Número;
1997;Municipios;0679;Guadalix de la Sierra;Total;Extranjeras;1;Número;
1997;Municipios;0685;Guadarrama;Total;Extranjeras;5;Número;
1997;Municipios;0698;Hiruela (La);Total;Extranjeras;0;Número;
1997;Municipios;0702;Horcajo de la Sierra-Aoslos;Total;Extranjeras;0;Número;
1997;Municipios;0719;Horcajuelo de la Sierra;Total;Extranjeras;0;Número;
1997;Municipios;0724;Hoyo de Manzanares;Total;Extranjeras;6;Número;
1997;Municipios;0730;Humanes de Madrid;Total;Extranjeras;9;Número;
1997;Municipios;0745;Leganés;Total;Extranjeras;60;Número;
1997;Municipios;0758;Loeches;Total;Extranjeras;0;Número;
1997;Municipios;0761;Lozoya;Total;Extranjeras;0;Número;
1997;Municipios;9015;Lozoyuela-Navas-Sieteiglesias;Total;Extranjeras;3;Número;
1997;Municipios;0783;Madarcos;Total;Extranjeras;0;Número;
1997;Municipios;0796;Madrid;Total;Extranjeras;2192;Número;
1997;Municipios;0800;Majadahonda;Total;Extranjeras;50;Número;
1997;Municipios;0822;Manzanares el Real;Total;Extranjeras;5;Número;
1997;Municipios;0838;Meco;Total;Extranjeras;3;Número;
1997;Municipios;0843;Mejorada del Campo;Total;Extranjeras;5;Número;
1997;Municipios;0856;Miraflores de la Sierra;Total;Extranjeras;11;Número;
1997;Municipios;0869;Molar (El);Total;Extranjeras;6;Número;
1997;Municipios;0875;Molinos (Los);Total;Extranjeras;2;Número;
1997;Municipios;0881;Montejo de la Sierra;Total;Extranjeras;0;Número;
1997;Municipios;0894;Moraleja de Enmedio;Total;Extranjeras;3;Número;
1997;Municipios;0908;Moralzarzal;Total;Extranjeras;2;Número;
1997;Municipios;0915;Morata de Tajuña;Total;Extranjeras;0;Número;
1997;Municipios;0920;Móstoles;Total;Extranjeras;114;Número;
1997;Municipios;0936;Navacerrada;Total;Extranjeras;3;Número;
1997;Municipios;0941;Navalafuente;Total;Extranjeras;0;Número;
1997;Municipios;0954;Navalagamella;Total;Extranjeras;0;Número;
1997;Municipios;0967;Navalcarnero;Total;Extranjeras;8;Número;
1997;Municipios;0973;Navarredonda y San Mamés;Total;Extranjeras;0;Número;
1997;Municipios;0992;Navas del Rey;Total;Extranjeras;3;Número;
1997;Municipios;1006;Nuevo Baztán;Total;Extranjeras;6;Número;
1997;Municipios;1013;Olmeda de las Fuentes;Total;Extranjeras;0;Número;
1997;Municipios;1028;Orusco de Tajuña;Total;Extranjeras;0;Número;
1997;Municipios;1049;Paracuellos de Jarama;Total;Extranjeras;8;Número;
1997;Municipios;1065;Parla;Total;Extranjeras;46;Número;
1997;Municipios;1071;Patones;Total;Extranjeras;0;Número;
1997;Municipios;1087;Pedrezuela;Total;Extranjeras;2;Número;
1997;Municipios;1090;Pelayos de la Presa;Total;Extranjeras;0;Número;
1997;Municipios;1104;Perales de Tajuña;Total;Extranjeras;0;Número;
1997;Municipios;1111;Pezuela de las Torres;Total;Extranjeras;1;Número;
1997;Municipios;1126;Pinilla del Valle;Total;Extranjeras;0;Número;
1997;Municipios;1132;Pinto;Total;Extranjeras;17;Número;
1997;Municipios;1147;Piñuécar-Gandullas;Total;Extranjeras;0;Número;
1997;Municipios;1150;Pozuelo de Alarcón;Total;Extranjeras;50;Número;
1997;Municipios;1163;Pozuelo del Rey;Total;Extranjeras;0;Número;
1997;Municipios;1179;Prádena del Rincón;Total;Extranjeras;0;Número;
1997;Municipios;1185;Puebla de la Sierra;Total;Extranjeras;0;Número;
1997;Municipios;9020;Puentes Viejas;Total;Extranjeras;1;Número;
1997;Municipios;1198;Quijorna;Total;Extranjeras;2;Número;
1997;Municipios;1202;Rascafría;Total;Extranjeras;0;Número;
1997;Municipios;1219;Redueña;Total;Extranjeras;0;Número;
1997;Municipios;1224;Ribatejada;Total;Extranjeras;0;Número;
1997;Municipios;1230;Rivas-Vaciamadrid;Total;Extranjeras;16;Número;
1997;Municipios;1245;Robledillo de la Jara;Total;Extranjeras;0;Número;
1997;Municipios;1258;Robledo de Chavela;Total;Extranjeras;3;Número;
1997;Municipios;1261;Robregordo;Total;Extranjeras;0;Número;
1997;Municipios;1277;Rozas de Madrid (Las);Total;Extranjeras;54;Número;
1997;Municipios;1283;Rozas de Puerto Real;Total;Extranjeras;0;Número;
1997;Municipios;1296;San Agustín del Guadalix;Total;Extranjeras;8;Número;
1997;Municipios;1300;San Fernando de Henares;Total;Extranjeras;13;Número;
1997;Municipios;1317;San Lorenzo de El Escorial;Total;Extranjeras;9;Número;
1997;Municipios;1322;San Martín de la Vega;Total;Extranjeras;7;Número;
1997;Municipios;1338;San Martín de Valdeiglesias;Total;Extranjeras;2;Número;
1997;Municipios;1343;San Sebastián de los Reyes;Total;Extranjeras;31;Número;
1997;Municipios;1356;Santa María de la Alameda;Total;Extranjeras;0;Número;
1997;Municipios;1369;Santorcaz;Total;Extranjeras;0;Número;
1997;Municipios;1375;Santos de la Humosa (Los);Total;Extranjeras;3;Número;
1997;Municipios;1381;Serna del Monte (La);Total;Extranjeras;0;Número;
1997;Municipios;1408;Serranillos del Valle;Total;Extranjeras;0;Número;
1997;Municipios;1415;Sevilla la Nueva;Total;Extranjeras;1;Número;
1997;Municipios;1436;Somosierra;Total;Extranjeras;0;Número;
1997;Municipios;1441;Soto del Real;Total;Extranjeras;4;Número;
1997;Municipios;1454;Talamanca de Jarama;Total;Extranjeras;3;Número;
1997;Municipios;1467;Tielmes;Total;Extranjeras;0;Número;
1997;Municipios;1473;Titulcia;Total;Extranjeras;0;Número;
1997;Municipios;1489;Torrejón de Ardoz;Total;Extranjeras;61;Número;
1997;Municipios;1492;Torrejón de la Calzada;Total;Extranjeras;0;Número;
1997;Municipios;1505;Torrejón de Velasco;Total;Extranjeras;0;Número;
1997;Municipios;1512;Torrelaguna;Total;Extranjeras;3;Número;
1997;Municipios;1527;Torrelodones;Total;Extranjeras;8;Número;
1997;Municipios;1533;Torremocha de Jarama;Total;Extranjeras;0;Número;
1997;Municipios;1548;Torres de la Alameda;Total;Extranjeras;3;Número;
1997;Municipios;9036;Tres Cantos;Total;Extranjeras;19;Número;
1997;Municipios;1551;Valdaracete;Total;Extranjeras;0;Número;
1997;Municipios;1564;Valdeavero;Total;Extranjeras;0;Número;
1997;Municipios;1570;Valdelaguna;Total;Extranjeras;0;Número;
1997;Municipios;1586;Valdemanco;Total;Extranjeras;1;Número;
1997;Municipios;1599;Valdemaqueda;Total;Extranjeras;0;Número;
1997;Municipios;1603;Valdemorillo;Total;Extranjeras;6;Número;
1997;Municipios;1610;Valdemoro;Total;Extranjeras;13;Número;
1997;Municipios;1625;Valdeolmos-Alalpardo;Total;Extranjeras;1;Número;
1997;Municipios;1631;Valdepiélagos;Total;Extranjeras;0;Número;
1997;Municipios;1646;Valdetorres de Jarama;Total;Extranjeras;1;Número;
1997;Municipios;1659;Valdilecha;Total;Extranjeras;0;Número;
1997;Municipios;1662;Valverde de Alcalá;Total;Extranjeras;0;Número;
1997;Municipios;1678;Velilla de San Antonio;Total;Extranjeras;2;Número;
1997;Municipios;1684;Vellón (El);Total;Extranjeras;3;Número;
1997;Municipios;1697;Venturada;Total;Extranjeras;1;Número;
1997;Municipios;1718;Villa del Prado;Total;Extranjeras;0;Número;
1997;Municipios;1701;Villaconejos;Total;Extranjeras;0;Número;
1997;Municipios;1723;Villalbilla;Total;Extranjeras;1;Número;
1997;Municipios;1739;Villamanrique de Tajo;Total;Extranjeras;1;Número;
1997;Municipios;1744;Villamanta;Total;Extranjeras;1;Número;
1997;Municipios;1757;Villamantilla;Total;Extranjeras;0;Número;
1997;Municipios;1760;Villanueva de la Cañada;Total;Extranjeras;11;Número;
1997;Municipios;1782;Villanueva de Perales;Total;Extranjeras;2;Número;
1997;Municipios;1776;Villanueva del Pardillo;Total;Extranjeras;2;Número;
1997;Municipios;1795;Villar del Olmo;Total;Extranjeras;0;Número;
1997;Municipios;1809;Villarejo de Salvanés;Total;Extranjeras;1;Número;
1997;Municipios;1816;Villaviciosa de Odón;Total;Extranjeras;1;Número;
1997;Municipios;1821;Villavieja del Lozoya;Total;Extranjeras;0;Número;
1997;Municipios;1837;Zarzalejo;Total;Extranjeras;1;Número;
1997;Zonas Estadísticas;03;Este Metropolitano;Total;Extranjeras;216;Número;
1997;Zonas Estadísticas;01;Municipio de Madrid;Total;Extranjeras;2192;Número;
1997;Zonas Estadísticas;07;Nordeste Comunidad;Total;Extranjeras;19;Número;
1997;Zonas Estadísticas;02;Norte Metropolitano;Total;Extranjeras;160;Número;
1997;Zonas Estadísticas;05;Oeste Metropolitano;Total;Extranjeras;256;Número;
1997;Zonas Estadísticas;11;Sierra Central;Total;Extranjeras;97;Número;
1997;Zonas Estadísticas;06;Sierra Norte;Total;Extranjeras;18;Número;
1997;Zonas Estadísticas;10;Sierra Sur;Total;Extranjeras;13;Número;
1997;Zonas Estadísticas;08;Sudeste Comunidad;Total;Extranjeras;20;Número;
1997;Zonas Estadísticas;09;Sudoeste Comunidad;Total;Extranjeras;27;Número;
1997;Zonas Estadísticas;04;Sur Metropolitano;Total;Extranjeras;460;Número;
1998;Comunidad de Madrid;;Comunidad de Madrid;Total;Extranjeras;3837;Número;
1998;Municipios;0014;Acebeda (La);Total;Extranjeras;0;Número;
1998;Municipios;0029;Ajalvir;Total;Extranjeras;1;Número;
1998;Municipios;0035;Alameda del Valle;Total;Extranjeras;0;Número;
1998;Municipios;0040;Álamo (El);Total;Extranjeras;5;Número;
1998;Municipios;0053;Alcalá de Henares;Total;Extranjeras;89;Número;
1998;Municipios;0066;Alcobendas;Total;Extranjeras;91;Número;
1998;Municipios;0072;Alcorcón;Total;Extranjeras;71;Número;
1998;Municipios;0088;Aldea del Fresno;Total;Extranjeras;1;Número;
1998;Municipios;0091;Algete;Total;Extranjeras;8;Número;
1998;Municipios;0105;Alpedrete;Total;Extranjeras;5;Número;
1998;Municipios;0112;Ambite;Total;Extranjeras;1;Número;
1998;Municipios;0127;Anchuelo;Total;Extranjeras;0;Número;
1998;Municipios;0133;Aranjuez;Total;Extranjeras;9;Número;
1998;Municipios;0148;Arganda del Rey;Total;Extranjeras;4;Número;
1998;Municipios;0151;Arroyomolinos;Total;Extranjeras;0;Número;
1998;Municipios;0164;Atazar (El);Total;Extranjeras;0;Número;
1998;Municipios;0170;Batres;Total;Extranjeras;0;Número;
1998;Municipios;0186;Becerril de la Sierra;Total;Extranjeras;11;Número;
1998;Municipios;0199;Belmonte de Tajo;Total;Extranjeras;0;Número;
1998;Municipios;0210;Berrueco (El);Total;Extranjeras;0;Número;
1998;Municipios;0203;Berzosa del Lozoya;Total;Extranjeras;0;Número;
1998;Municipios;0225;Boadilla del Monte;Total;Extranjeras;10;Número;
1998;Municipios;0231;Boalo (El);Total;Extranjeras;2;Número;
1998;Municipios;0246;Braojos;Total;Extranjeras;0;Número;
1998;Municipios;0259;Brea de Tajo;Total;Extranjeras;0;Número;
1998;Municipios;0262;Brunete;Total;Extranjeras;3;Número;
1998;Municipios;0278;Buitrago del Lozoya;Total;Extranjeras;1;Número;
1998;Municipios;0284;Bustarviejo;Total;Extranjeras;2;Número;
1998;Municipios;0297;Cabanillas de la Sierra;Total;Extranjeras;2;Número;
1998;Municipios;0301;Cabrera (La);Total;Extranjeras;4;Número;
1998;Municipios;0318;Cadalso de los Vidrios;Total;Extranjeras;2;Número;
1998;Municipios;0323;Camarma de Esteruelas;Total;Extranjeras;1;Número;
1998;Municipios;0339;Campo Real;Total;Extranjeras;0;Número;
1998;Municipios;0344;Canencia;Total;Extranjeras;0;Número;
1998;Municipios;0357;Carabaña;Total;Extranjeras;2;Número;
1998;Municipios;0360;Casarrubuelos;Total;Extranjeras;0;Número;
1998;Municipios;0376;Cenicientos;Total;Extranjeras;0;Número;
1998;Municipios;0382;Cercedilla;Total;Extranjeras;8;Número;
1998;Municipios;0395;Cervera de Buitrago;Total;Extranjeras;0;Número;
1998;Municipios;0513;Chapinería;Total;Extranjeras;0;Número;
1998;Municipios;0528;Chinchón;Total;Extranjeras;0;Número;
1998;Municipios;0409;Ciempozuelos;Total;Extranjeras;7;Número;
1998;Municipios;0416;Cobeña;Total;Extranjeras;4;Número;
1998;Municipios;0468;Collado Mediano;Total;Extranjeras;3;Número;
1998;Municipios;0474;Collado Villalba;Total;Extranjeras;43;Número;
1998;Municipios;0437;Colmenar de Oreja;Total;Extranjeras;2;Número;
1998;Municipios;0421;Colmenar del Arroyo;Total;Extranjeras;0;Número;
1998;Municipios;0455;Colmenar Viejo;Total;Extranjeras;16;Número;
1998;Municipios;0442;Colmenarejo;Total;Extranjeras;6;Número;
1998;Municipios;0480;Corpa;Total;Extranjeras;0;Número;
1998;Municipios;0493;Coslada;Total;Extranjeras;33;Número;
1998;Municipios;0506;Cubas de la Sagra;Total;Extranjeras;3;Número;
1998;Municipios;0534;Daganzo de Arriba;Total;Extranjeras;2;Número;
1998;Municipios;0549;Escorial (El);Total;Extranjeras;13;Número;
1998;Municipios;0552;Estremera;Total;Extranjeras;1;Número;
1998;Municipios;0565;Fresnedillas de la Oliva;Total;Extranjeras;1;Número;
1998;Municipios;0571;Fresno de Torote;Total;Extranjeras;0;Número;
1998;Municipios;0587;Fuenlabrada;Total;Extranjeras;98;Número;
1998;Municipios;0590;Fuente el Saz de Jarama;Total;Extranjeras;3;Número;
1998;Municipios;0604;Fuentidueña de Tajo;Total;Extranjeras;1;Número;
1998;Municipios;0611;Galapagar;Total;Extranjeras;38;Número;
1998;Municipios;0626;Garganta de los Montes;Total;Extranjeras;2;Número;
1998;Municipios;0632;Gargantilla del Lozoya y Pinilla de Buitrago;Total;Extranjeras;0;Número;
1998;Municipios;0647;Gascones;Total;Extranjeras;0;Número;
1998;Municipios;0650;Getafe;Total;Extranjeras;72;Número;
1998;Municipios;0663;Griñón;Total;Extranjeras;1;Número;
1998;Municipios;0679;Guadalix de la Sierra;Total;Extranjeras;4;Número;
1998;Municipios;0685;Guadarrama;Total;Extranjeras;5;Número;
1998;Municipios;0698;Hiruela (La);Total;Extranjeras;0;Número;
1998;Municipios;0702;Horcajo de la Sierra-Aoslos;Total;Extranjeras;0;Número;
1998;Municipios;0719;Horcajuelo de la Sierra;Total;Extranjeras;0;Número;
1998;Municipios;0724;Hoyo de Manzanares;Total;Extranjeras;12;Número;
1998;Municipios;0730;Humanes de Madrid;Total;Extranjeras;4;Número;
1998;Municipios;0745;Leganés;Total;Extranjeras;62;Número;
1998;Municipios;0758;Loeches;Total;Extranjeras;1;Número;
1998;Municipios;0761;Lozoya;Total;Extranjeras;0;Número;
1998;Municipios;9015;Lozoyuela-Navas-Sieteiglesias;Total;Extranjeras;0;Número;
1998;Municipios;0783;Madarcos;Total;Extranjeras;0;Número;
1998;Municipios;0796;Madrid;Total;Extranjeras;2438;Número;
1998;Municipios;0800;Majadahonda;Total;Extranjeras;29;Número;
1998;Municipios;0822;Manzanares el Real;Total;Extranjeras;7;Número;
1998;Municipios;0838;Meco;Total;Extranjeras;3;Número;
1998;Municipios;0843;Mejorada del Campo;Total;Extranjeras;2;Número;
1998;Municipios;0856;Miraflores de la Sierra;Total;Extranjeras;4;Número;
1998;Municipios;0869;Molar (El);Total;Extranjeras;0;Número;
1998;Municipios;0875;Molinos (Los);Total;Extranjeras;4;Número;
1998;Municipios;0881;Montejo de la Sierra;Total;Extranjeras;0;Número;
1998;Municipios;0894;Moraleja de Enmedio;Total;Extranjeras;5;Número;
1998;Municipios;0908;Moralzarzal;Total;Extranjeras;6;Número;
1998;Municipios;0915;Morata de Tajuña;Total;Extranjeras;1;Número;
1998;Municipios;0920;Móstoles;Total;Extranjeras;103;Número;
1998;Municipios;0936;Navacerrada;Total;Extranjeras;1;Número;
1998;Municipios;0941;Navalafuente;Total;Extranjeras;0;Número;
1998;Municipios;0954;Navalagamella;Total;Extranjeras;1;Número;
1998;Municipios;0967;Navalcarnero;Total;Extranjeras;10;Número;
1998;Municipios;0973;Navarredonda y San Mamés;Total;Extranjeras;0;Número;
1998;Municipios;0992;Navas del Rey;Total;Extranjeras;2;Número;
1998;Municipios;1006;Nuevo Baztán;Total;Extranjeras;7;Número;
1998;Municipios;1013;Olmeda de las Fuentes;Total;Extranjeras;0;Número;
1998;Municipios;1028;Orusco de Tajuña;Total;Extranjeras;1;Número;
1998;Municipios;1049;Paracuellos de Jarama;Total;Extranjeras;5;Número;
1998;Municipios;1065;Parla;Total;Extranjeras;55;Número;
1998;Municipios;1071;Patones;Total;Extranjeras;0;Número;
